Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
C2B,Airlines,Online,Bronze Plan,No,25,SINGAPORE,16.76,4.57,F,42
C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,57.09,8.88,M,27
C2B,Airlines,Online,Basic Plan,No,17,PHILIPPINES,18.83,5.21,F,70
JZI,Airlines,Online,Basic Plan,No,86,PHILIPPINES,25.85,9.4,M,57
C2B,Airlines,Online,Silver Plan,No,12,SINGAPORE,25.2,5.07,M,47
JZI,Airlines,Online,Basic Plan,No,25,HONG KONG,29.7,10.06,F,27
JZI,Airlines,Online,Basic Plan,No,28,THAILAND,20.46,7.41,F,31
JZI,Airlines,Online,Basic Plan,No,50,PHILIPPINES,23.77,6.82,F,58
JZI,Airlines,Online,Basic Plan,No,24,INDONESIA,20.06,6.17,M,34
C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,46.95,11.07,F,41
RAB,Airlines,Online,Value Plan,No,1,BRUNEI DARUSSALAM,12.55,4.55,M,55
C2B,Airlines,Online,Annual Silver Plan,No,431,SINGAPORE,203.98,116.38,M,32
C2B,Airlines,Online,Bronze Plan,No,25,SINGAPORE,17.59,5.62,M,48
KML,Travel Agency,Online,Value Plan,No,13,INDONESIA,32.74,12.65,M,47
C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,20.61,4.28,F,25
C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,17.34,5.48,F,39
C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,23.84,5.96,F,28
C2B,Airlines,Online,Silver Plan,No,119,SINGAPORE,39.57,14.27,M,30
C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,16.39,3.87,M,40
C2B,Airlines,Online,Annual Silver Plan,No,408,SINGAPORE,215.48,52.75,F,34
JZI,Airlines,Online,Basic Plan,No,12,PHILIPPINES,26.93,10.23,M,51
C2B,Airlines,Online,Silver Plan,No,21,SINGAPORE,43.87,14.03,M,27
C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,86.17,39.4,F,62
JZI,Airlines,Online,Basic Plan,No,11,CAMBODIA,29.12,7.35,F,56
RAB,Airlines,Online,Value Plan,No,31,THAILAND,29.78,12.03,M,43
LWC,Airlines,Online,Single Trip Travel Protect Gold,No,370,UNITED KINGDOM,266.57,98.68,M,40
C2B,Airlines,Online,Gold Plan,No,23,SINGAPORE,71.85,21.99,F,54
JZI,Airlines,Online,Basic Plan,No,11,THAILAND,17.97,6.36,F,46
JZI,Airlines,Online,Basic Plan,No,11,AUSTRALIA,35.1,11.53,M,58
CSR,Travel Agency,Online,Comprehensive Plan,No,6,THAILAND,23.34,19.23,F,57
LWC,Travel Agency,Offline,Single Trip Travel Protect Gold,No,16,MALAYSIA,24.28,18.98,F,36
C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,22.95,5.01,M,78
C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,29.14,7.91,M,38
C2B,Airlines,Online,24 Protect,No,6,SINGAPORE,46.51,3.23,M,51
C2B,Airlines,Online,Silver Plan,No,13,SINGAPORE,27.5,5.43,M,23
JZI,Airlines,Online,Basic Plan,No,8,MALAYSIA,17.46,5.0,F,49
JZI,Airlines,Online,Basic Plan,No,9,MALAYSIA,14.97,5.03,M,54
JWT,Airlines,Online,Annual Travel Protect Gold,No,350,INDIA,200.52,159.92,F,118
C2B,Airlines,Online,Silver Plan,No,57,SINGAPORE,57.9,13.42,F,55
JZI,Airlines,Online,Basic Plan,No,15,INDONESIA,35.12,12.23,M,57
C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,16.14,3.93,F,65
C2B,Airlines,Online,Bronze Plan,No,25,SINGAPORE,66.89,14.65,M,26
JZI,Airlines,Online,Basic Plan,No,0,THAILAND,20.14,5.93,M,38
JWT,Airlines,Online,Value Plan,No,35,NETHERLANDS,204.18,48.6,M,118
JZI,Airlines,Online,Basic Plan,No,72,THAILAND,28.82,9.89,M,40
C2B,Airlines,Online,Annual Silver Plan,No,399,SINGAPORE,213.33,47.01,F,34
C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,25.53,8.82,F,29
LWC,Travel Agency,Offline,Single Trip Travel Protect Gold,No,15,MALAYSIA,24.81,10.48,F,36
JZI,Airlines,Online,Basic Plan,No,2,CHINA,27.44,9.44,M,48
C2B,Airlines,Online,Bronze Plan,No,72,PHILIPPINES,19.72,4.33,F,62
C2B,Airlines,Online,Gold Plan,No,74,SINGAPORE,75.63,22.18,F,45
RAB,Airlines,Online,Value Plan,No,71,BRUNEI DARUSSALAM,42.37,7.39,F,42
JZI,Airlines,Online,Basic Plan,No,20,INDONESIA,19.21,6.77,F,32
C2B,Airlines,Online,Bronze Plan,No,23,SINGAPORE,52.94,13.98,F,79
C2B,Airlines,Online,Bronze Plan,No,17,SINGAPORE,21.68,5.4,F,74
C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,74.83,20.47,F,45
JZI,Airlines,Online,Basic Plan,No,24,AUSTRALIA,32.04,20.2,M,38
C2B,Airlines,Online,Silver Plan,No,107,SINGAPORE,49.59,14.71,F,50
C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,26.95,5.89,M,2
JZI,Airlines,Online,Basic Plan,No,46,VIET NAM,22.73,8.25,F,50
JZI,Airlines,Online,Basic Plan,No,15,PHILIPPINES,21.44,6.26,F,63
TST,Travel Agency,Offline,Travel Cruise Protect,No,25,THAILAND,35.43,8.28,M,66
JZI,Airlines,Online,Basic Plan,No,53,PHILIPPINES,24.9,7.83,F,35
JZI,Airlines,Online,Basic Plan,No,13,THAILAND,24.75,8.26,F,49
ART,Airlines,Online,24 Protect,No,24,THAILAND,26.61,10.48,M,52
C2B,Airlines,Online,Silver Plan,No,12,SINGAPORE,15.03,3.74,F,39
C2B,Airlines,Online,Silver Plan,No,25,SINGAPORE,105.96,27.25,M,27
JZI,Airlines,Online,Basic Plan,No,54,CHINA,29.58,6.72,M,65
KML,Travel Agency,Online,Premier Plan,No,77,CHINA,91.87,43.11,F,51
C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,26.17,7.0,F,23
C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,20.13,5.34,F,37
JZI,Airlines,Online,Basic Plan,No,59,PHILIPPINES,26.37,8.34,F,43
C2B,Airlines,Online,Silver Plan,No,35,SINGAPORE,29.4,7.19,M,24
JZI,Airlines,Online,Basic Plan,No,28,SINGAPORE,19.33,5.4,F,32
JZI,Airlines,Online,Value Plan,No,30,CHINA,57.12,21.61,F,40
JZI,Airlines,Online,Value Plan,No,369,UNITED STATES,218.74,45.47,F,35
JZI,Airlines,Online,Basic Plan,No,75,PHILIPPINES,23.67,9.3,F,34
CSR,Travel Agency,Offline,Comprehensive Plan,No,38,THAILAND,25.44,8.26,F,60
JZI,Airlines,Online,Basic Plan,No,0,MALAYSIA,21.85,7.4,F,40
JZI,Airlines,Online,Bronze Plan,No,29,"TAIWAN, PROVINCE OF CHINA",61.8,13.51,F,64
JZI,Airlines,Online,Basic Plan,No,35,PHILIPPINES,26.08,7.93,F,29
C2B,Airlines,Online,Bronze Plan,No,22,SINGAPORE,22.72,6.33,F,45
C2B,Airlines,Online,Silver Plan,No,21,SINGAPORE,211.36,46.49,F,26
C2B,Airlines,Online,Silver Plan,No,29,SINGAPORE,194.94,15.07,M,40
C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,23.03,5.75,F,68
JZI,Airlines,Online,Basic Plan,No,13,CHINA,21.72,11.33,F,48
C2B,Airlines,Online,Bronze Plan,No,72,SINGAPORE,25.96,7.91,F,28
C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,70.77,21.03,F,39
JZI,Airlines,Online,Basic Plan,No,28,INDONESIA,19.46,8.45,F,50
C2B,Airlines,Online,Gold Plan,No,379,SINGAPORE,337.29,52.88,M,31
TTW,Airlines,Online,Individual Comprehensive Plan,No,341,SINGAPORE,118.93,5.0,M,34
C2B,Airlines,Online,Annual Silver Plan,No,383,SINGAPORE,274.74,72.17,M,29
JZI,Airlines,Online,Basic Plan,No,38,HONG KONG,2.89,53.95,F,34
C2B,Airlines,Online,Bronze Plan,No,44,SINGAPORE,99.23,10.35,F,70
C2B,Airlines,Online,Bronze Plan,No,33,SINGAPORE,17.78,4.98,F,42
C2B,Airlines,Online,Silver Plan,No,16,SINGAPORE,59.4,14.56,M,27
JZI,Airlines,Online,Basic Plan,No,9,THAILAND,15.8,6.3,M,73
C2B,Airlines,Online,Silver Plan,No,37,SINGAPORE,46.71,17.47,M,34
JZI,Airlines,Online,Basic Plan,No,50,BRUNEI DARUSSALAM,19.06,7.47,M,34
JZI,Airlines,Online,Basic Plan,No,31,THAILAND,27.63,12.75,M,52
JZI,Airlines,Online,Basic Plan,No,143,MYANMAR,80.44,104.5,F,30
C2B,Airlines,Online,Bronze Plan,No,42,SINGAPORE,35.77,9.25,F,31
C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,15.83,9.8,F,32
JZI,Airlines,Online,Basic Plan,No,57,THAILAND,30.51,9.72,F,61
JZI,Airlines,Online,Basic Plan,No,80,CHINA,27.88,12.73,F,35
JWT,Airlines,Online,Value Plan,No,11,INDIA,47.27,20.82,M,118
JZI,Airlines,Online,Basic Plan,No,56,CHINA,27.93,15.34,M,58
C2B,Airlines,Online,Silver Plan,No,60,SINGAPORE,54.03,25.27,M,24
C2B,Airlines,Online,Bronze Plan,No,2,SINGAPORE,14.91,4.15,M,27
JZI,Airlines,Online,Basic Plan,No,15,HONG KONG,25.23,8.06,M,66
C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,31.18,8.85,M,54
C2B,Airlines,Online,Bronze Plan,No,59,SINGAPORE,38.17,9.23,M,25
JZI,Airlines,Online,Value Plan,No,30,CHINA,77.95,6.08,M,55
C2B,Airlines,Online,Annual Gold Plan,No,342,SINGAPORE,108.54,38.83,F,45
C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,21.64,5.58,F,30
JZI,Airlines,Online,Bronze Plan,No,45,PHILIPPINES,17.7,5.87,F,51
JZI,Airlines,Online,Value Plan,No,13,AUSTRALIA,24.54,16.93,M,74
JZI,Airlines,Online,Silver Plan,No,8,CHINA,26.03,8.22,M,67
JWT,Airlines,Online,Value Plan,No,65,INDIA,41.0,9.88,F,118
C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,19.24,5.89,F,45
JZI,Airlines,Online,Basic Plan,No,35,THAILAND,18.79,7.09,M,44
JZI,Airlines,Online,Value Plan,No,10,CHINA,32.23,21.1,M,47
C2B,Airlines,Online,Bronze Plan,No,24,SINGAPORE,54.73,10.43,M,29
C2B,Airlines,Online,Silver Plan,No,33,SINGAPORE,24.53,5.58,F,32
JZI,Airlines,Online,Basic Plan,No,19,MALAYSIA,21.45,7.11,M,47
JZI,Airlines,Online,Basic Plan,No,15,PHILIPPINES,23.43,11.17,F,37
LWC,Travel Agency,Online,Premier Plan,No,23,INDONESIA,33.95,22.35,F,60
C2B,Airlines,Online,Bronze Plan,No,22,SINGAPORE,68.77,15.45,M,27
C2B,Airlines,Online,Bronze Plan,No,0,SINGAPORE,38.38,4.49,F,44
C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,24.32,7.03,F,27
JZI,Airlines,Online,Basic Plan,No,10,THAILAND,21.27,7.17,F,50
CCR,Travel Agency,Online,Comprehensive Plan,No,7,THAILAND,20.59,7.07,M,46
C2B,Airlines,Online,Silver Plan,No,13,SINGAPORE,15.68,5.08,F,49
JZI,Airlines,Online,Basic Plan,No,11,THAILAND,49.73,26.17,F,56
C2B,Airlines,Online,Gold Plan,No,9,SINGAPORE,80.84,12.43,M,20
ART,Airlines,Online,24 Protect,No,10,SINGAPORE,13.97,4.1,M,49
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,353,UNITED KINGDOM,215.88,108.3,F,31
C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,31.25,8.75,M,33
C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,52.66,8.41,M,25
C2B,Airlines,Online,Silver Plan,No,1,SINGAPORE,29.23,6.8,M,37
C2B,Airlines,Online,Silver Plan,No,26,SINGAPORE,25.9,7.17,F,38
JZI,Airlines,Online,Value Plan,No,23,"KOREA, REPUBLIC OF",75.03,19.06,M,39
RAB,Airlines,Online,Value Plan,No,8,BRUNEI DARUSSALAM,12.56,6.03,F,24
C2B,Airlines,Online,Silver Plan,No,29,SINGAPORE,78.64,17.43,M,27
C2B,Airlines,Online,Annual Silver Plan,No,434,SINGAPORE,223.64,87.3,F,30
JZI,Airlines,Online,Basic Plan,No,4,HONG KONG,27.69,10.08,M,46
KML,Travel Agency,Online,Value Plan,No,36,INDONESIA,26.39,19.5,M,47
ART,Airlines,Online,24 Protect,No,10,THAILAND,28.11,8.66,M,50
JZI,Airlines,Online,Value Plan,No,35,UNITED STATES,51.19,35.99,M,39
JZI,Airlines,Online,Basic Plan,No,18,THAILAND,18.2,6.5,F,40
JWT,Airlines,Online,Value Plan,No,87,INDIA,36.93,15.65,F,118
JZI,Airlines,Online,Silver Plan,No,7,CHINA,34.85,9.5,F,59
C2B,Airlines,Online,Annual Gold Plan,No,180,SINGAPORE,282.83,63.38,F,49
C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,21.57,5.07,F,39
JZI,Airlines,Online,Basic Plan,No,109,UNITED ARAB EMIRATES,63.28,23.64,F,50
JZI,Airlines,Online,Value Plan,No,11,PHILIPPINES,27.69,19.66,F,43
JZI,Airlines,Online,Basic Plan,No,27,PHILIPPINES,55.59,18.62,F,61
JWT,Airlines,Online,Value Plan,No,4,UNITED ARAB EMIRATES,65.76,24.12,M,117
C2B,Airlines,Online,Silver Plan,No,16,SINGAPORE,77.08,20.26,F,43
C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,12.24,6.9,M,35
C2B,Airlines,Online,Bronze Plan,No,21,SINGAPORE,25.08,7.04,M,49
JZI,Airlines,Online,Basic Plan,No,16,INDONESIA,17.89,6.68,F,26
C2B,Airlines,Online,Silver Plan,No,2,SINGAPORE,25.11,4.17,M,47
JWT,Airlines,Online,Value Plan,No,18,INDIA,53.84,18.41,M,118
JZI,Airlines,Online,Value Plan,No,105,JAPAN,102.59,31.8,F,44
KML,Travel Agency,Online,Value Plan,No,19,INDIA,68.44,37.31,M,118
JZI,Airlines,Online,Basic Plan,No,56,VIET NAM,19.83,10.65,F,28
C2B,Airlines,Online,Silver Plan,No,22,SINGAPORE,91.58,15.77,M,28
CSR,Travel Agency,Offline,Comprehensive Plan,No,40,THAILAND,23.19,8.51,M,56
ART,Airlines,Online,24 Protect,No,56,MALAYSIA,33.76,5.08,M,51
JZI,Airlines,Online,Basic Plan,No,13,CHINA,29.41,10.3,M,50
KML,Travel Agency,Online,Value Plan,No,23,INDONESIA,27.64,27.99,F,40
C2B,Airlines,Online,Silver Plan,No,20,SINGAPORE,65.61,15.95,M,23
JZI,Travel Agency,Online,Value Plan,No,61,THAILAND,28.26,12.34,F,59
CCR,Travel Agency,Online,Value Plan,No,71,BRUNEI DARUSSALAM,24.3,8.35,F,30
JZI,Airlines,Online,Basic Plan,No,9,CHINA,41.1,8.94,M,60
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,4,CHINA,53.86,17.83,F,55
JZI,Airlines,Online,Basic Plan,No,18,CAMBODIA,20.85,8.0,M,41
JZI,Airlines,Online,Basic Plan,No,35,PHILIPPINES,27.92,9.75,F,35
C2B,Airlines,Online,Silver Plan,No,13,SINGAPORE,22.72,5.33,F,66
C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,34.61,8.71,F,25
LWC,Travel Agency,Online,Value Plan,No,13,INDIA,83.79,22.69,F,46
C2B,Airlines,Online,Silver Plan,No,2,SINGAPORE,23.82,5.55,F,59
JZI,Airlines,Online,Value Plan,No,14,UNITED STATES,215.56,36.51,F,56
C2B,Airlines,Online,Bronze Plan,No,29,SINGAPORE,27.2,6.76,F,47
C2B,Airlines,Online,Bronze Plan,No,0,SINGAPORE,21.1,5.94,M,40
CBH,Travel Agency,Online,Value Plan,No,56,THAILAND,20.08,10.58,M,28
C2B,Airlines,Online,Silver Plan,No,19,SINGAPORE,101.51,23.78,F,42
JZI,Travel Agency,Offline,Comprehensive Plan,No,16,THAILAND,27.98,9.55,F,70
C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,34.18,8.32,F,25
ART,Airlines,Online,24 Protect,No,11,THAILAND,37.33,12.46,M,49
JZI,Airlines,Online,Basic Plan,No,75,PHILIPPINES,41.22,6.77,F,30
JZI,Airlines,Online,Value Plan,No,27,INDIA,26.81,13.36,M,36
JZI,Airlines,Online,Basic Plan,No,22,CHINA,44.26,14.97,M,36
JZI,Airlines,Online,Basic Plan,No,54,PHILIPPINES,32.58,6.93,F,51
JZI,Airlines,Online,Basic Plan,No,63,HONG KONG,39.78,15.97,M,30
KML,Travel Agency,Online,Single Trip Travel Protect Gold,No,7,SPAIN,107.34,41.02,M,39
JZI,Airlines,Online,Silver Plan,No,28,MYANMAR,74.54,18.49,F,33
C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,27.78,6.64,M,31
