Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
C2B,Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,0.0,10.32,M,29.0
C2B,Airlines,Online,Bronze Plan,Yes,12.0,SINGAPORE,21.0,5.25,F,26.0
C2B,Airlines,Online,Annual Silver Plan,Yes,364.0,SINGAPORE,252.85,63.21,F,33.0
C2B,Airlines,Online,Bronze Plan,No,21.0,SINGAPORE,13.5,3.38,F,30.0
C2B,Airlines,Online,Silver Plan,No,13.0,SINGAPORE,47.5,11.88,F,42.0
C2B,Airlines,Online,Silver Plan,Yes,27.0,SINGAPORE,39.0,9.75,F,39.0
C2B,Airlines,Online,Gold Plan,No,5.0,SINGAPORE,49.2,12.3,F,28.0
C2B,Airlines,Online,Bronze Plan,Yes,11.0,SINGAPORE,13.5,3.38,M,34.0
C2B,Airlines,Online,Silver Plan,No,21.0,SINGAPORE,41.5,10.38,M,32.0
C2B,Airlines,Online,Annual Silver Plan,Yes,401.0,SINGAPORE,252.85,63.21,F,26.0
C2B,Airlines,Online,Bronze Plan,Yes,22.0,SINGAPORE,34.5,8.63,M,27.0
C2B,Airlines,Online,Bronze Plan,Yes,23.0,SINGAPORE,61.1,15.28,F,36.0
JZI,Airlines,Online,Basic Plan,Yes,4.0,INDONESIA,18.0,6.3,M,31.0
JZI,Airlines,Online,Basic Plan,No,28.0,HONG KONG,26.0,9.1,F,34.0
C2B,Airlines,Online,Annual Silver Plan,Yes,366.0,SINGAPORE,252.85,63.21,M,24.0
C2B,Airlines,Online,Bronze Plan,No,12.0,SINGAPORE,20.0,5.0,F,54.0
C2B,Airlines,Online,Silver Plan,Yes,13.0,SINGAPORE,0.0,13.63,F,43.0
JZI,Airlines,Online,Basic Plan,No,10.0,CHINA,22.0,7.7,M,49.0
C2B,Airlines,Online,Silver Plan,No,22.0,SINGAPORE,22.5,5.63,M,29.0
C2B,Airlines,Online,Bronze Plan,No,17.0,SINGAPORE,23.5,5.88,M,26.0
C2B,Airlines,Online,Bronze Plan,No,21.0,SINGAPORE,51.0,12.75,M,62.0
ART,Airlines,Online,24 Protect,No,99.0,HONG KONG,45.0,15.75,F,48.0
C2B,Airlines,Online,Bronze Plan,No,19.0,SINGAPORE,39.0,9.75,M,41.0
JZI,Airlines,Online,Basic Plan,No,23.0,PHILIPPINES,18.0,6.3,F,48.0
C2B,Airlines,Online,Annual Silver Plan,Yes,364.0,SINGAPORE,216.0,54.0,F,40.0
C2B,Airlines,Online,Bronze Plan,Yes,12.0,SINGAPORE,23.5,5.88,F,22.0
JZI,Airlines,Online,Basic Plan,Yes,38.0,INDIA,35.0,12.25,M,24.0
C2B,Airlines,Online,Bronze Plan,No,13.0,SINGAPORE,23.0,5.75,F,23.0
JZI,Airlines,Online,Basic Plan,No,10.0,THAILAND,22.0,7.7,M,42.0
C2B,Airlines,Online,Bronze Plan,No,3.0,SINGAPORE,27.0,6.75,M,57.0
C2B,Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,187.85,46.96,F,28.0
C2B,Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,252.85,63.21,F,26.0
C2B,Airlines,Online,Annual Silver Plan,No,367.0,SINGAPORE,161.0,40.25,F,35.0
ART,Airlines,Online,24 Protect,No,25.0,PHILIPPINES,31.71,11.1,F,48.0
C2B,Airlines,Online,Bronze Plan,Yes,12.0,SINGAPORE,22.1,5.53,M,26.0
TST,Travel Agency,Offline,Travel Cruise Protect,No,5.0,MALAYSIA,30.0,10.5,M,38.0
C2B,Airlines,Online,Silver Plan,Yes,6.0,SINGAPORE,39.0,9.75,M,47.0
C2B,Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,161.0,40.25,F,31.0
C2B,Airlines,Online,Bronze Plan,Yes,9.0,SINGAPORE,21.0,5.25,F,27.0
C2B,Airlines,Online,Bronze Plan,Yes,52.0,SINGAPORE,0.0,10.32,M,23.0
C2B,Airlines,Online,Bronze Plan,No,13.0,SINGAPORE,16.0,4.0,F,35.0
JZI,Airlines,Online,Basic Plan,No,18.0,PHILIPPINES,22.0,7.7,M,41.0
C2B,Airlines,Online,Bronze Plan,No,14.0,SINGAPORE,23.0,5.75,M,25.0
C2B,Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,46.15,11.54,M,39.0
TST,Travel Agency,Offline,Travel Cruise Protect,No,21.0,THAILAND,30.0,10.5,M,57.0
JZI,Airlines,Online,Basic Plan,No,17.0,MALAYSIA,69.0,17.55,M,26.0
JZI,Airlines,Online,Basic Plan,No,7.0,THAILAND,22.0,7.7,F,67.0
C2B,Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,20.0,5.0,F,35.0
RAB,Airlines,Online,Value Plan,No,41.0,BRUNEI DARUSSALAM,31.0,12.4,M,56.0
C2B,Airlines,Online,Bronze Plan,Yes,3.0,SINGAPORE,14.95,3.74,F,27.0
C2B,Airlines,Online,Bronze Plan,Yes,49.0,SINGAPORE,21.0,5.25,F,27.0
C2B,Airlines,Online,Silver Plan,No,13.0,SINGAPORE,54.5,13.63,M,28.0
C2B,Airlines,Online,Bronze Plan,Yes,14.0,SINGAPORE,21.0,5.25,F,75.0
C2B,Airlines,Online,Bronze Plan,Yes,23.0,SINGAPORE,23.5,5.88,F,57.0
C2B,Airlines,Online,Silver Plan,Yes,5.0,SINGAPORE,18.5,4.63,F,34.0
C2B,Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,23.5,17.38,M,25.0
C2B,Airlines,Online,Silver Plan,Yes,39.0,SINGAPORE,91.0,22.75,F,29.0
RAB,Airlines,Online,Value Plan,No,4.0,BRUNEI DARUSSALAM,15.0,6.0,F,44.0
JZI,Airlines,Online,Basic Plan,Yes,2.0,JAPAN,26.0,9.1,F,26.0
C2B,Airlines,Online,Silver Plan,Yes,13.0,SINGAPORE,62.0,15.5,M,47.0
C2B,Airlines,Online,Annual Silver Plan,Yes,366.0,SINGAPORE,252.85,63.21,M,28.0
C2B,Airlines,Online,Silver Plan,Yes,12.0,SINGAPORE,33.5,8.38,M,25.0
C2B,Airlines,Online,Silver Plan,Yes,31.0,SINGAPORE,49.0,12.25,M,22.0
C2B,Airlines,Online,Annual Silver Plan,Yes,377.0,SINGAPORE,259.2,64.8,F,30.0
JZI,Airlines,Online,Value Plan,No,12.0,JAPAN,45.0,15.75,M,43.0
C2B,Airlines,Online,Bronze Plan,Yes,19.0,SINGAPORE,69.55,17.39,F,22.0
C2B,Airlines,Online,Bronze Plan,Yes,17.0,SINGAPORE,39.0,9.75,M,27.0
C2B,Airlines,Online,Annual Silver Plan,Yes,391.0,SINGAPORE,280.8,70.2,M,43.0
C2B,Airlines,Online,Silver Plan,Yes,23.0,SINGAPORE,54.5,13.63,F,32.0
C2B,Airlines,Online,Silver Plan,No,10.0,SINGAPORE,29.0,7.25,F,48.0
C2B,Airlines,Online,Gold Plan,Yes,48.0,SINGAPORE,285.0,71.25,F,57.0
C2B,Airlines,Online,Bronze Plan,No,68.0,SINGAPORE,0.0,10.32,F,29.0
C2B,Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,252.85,63.21,M,62.0
JZI,Airlines,Online,Basic Plan,Yes,116.0,THAILAND,22.0,7.7,F,42.0
C2B,Airlines,Online,Gold Plan,Yes,27.0,SINGAPORE,69.0,17.25,F,39.0
JZI,Airlines,Online,Basic Plan,No,12.0,THAILAND,22.0,7.7,F,60.0
JZI,Airlines,Online,Basic Plan,Yes,5.0,PHILIPPINES,18.0,6.3,M,48.0
JZI,Airlines,Online,Basic Plan,No,59.0,PHILIPPINES,37.0,12.95,F,26.0
C2B,Airlines,Online,Annual Silver Plan,No,369.0,SINGAPORE,252.85,63.21,M,57.0
C2B,Airlines,Online,Annual Silver Plan,Yes,364.0,SINGAPORE,259.2,64.8,F,31.0
C2B,Airlines,Online,Bronze Plan,No,14.0,SINGAPORE,27.0,6.75,F,23.0
C2B,Airlines,Online,Bronze Plan,No,37.0,SINGAPORE,47.0,11.75,F,38.0
C2B,Airlines,Online,Bronze Plan,No,8.0,SINGAPORE,33.5,8.38,F,84.0
C2B,Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,252.85,63.21,F,62.0
KML,Travel Agency,Online,Value Plan,Yes,82.0,UNITED KINGDOM,75.0,28.5,F,48.0
C2B,Airlines,Online,Bronze Plan,Yes,18.0,SINGAPORE,33.5,8.38,F,68.0
JZI,Airlines,Online,Basic Plan,No,1.0,CHINA,18.0,6.3,M,50.0
C2B,Airlines,Online,Bronze Plan,No,17.0,SINGAPORE,32.4,8.1,F,30.0
C2B,Airlines,Online,Silver Plan,No,19.0,SINGAPORE,60.0,15.0,F,25.0
C2B,Airlines,Online,Annual Gold Plan,Yes,371.0,SINGAPORE,287.4,71.85,F,71.0
C2B,Airlines,Online,Silver Plan,Yes,14.0,SINGAPORE,47.0,11.75,F,31.0
C2B,Airlines,Online,Silver Plan,No,12.0,SINGAPORE,22.5,5.63,F,50.0
C2B,Airlines,Online,Bronze Plan,No,17.0,SINGAPORE,29.5,7.38,F,22.0
C2B,Airlines,Online,Annual Silver Plan,Yes,383.0,SINGAPORE,216.0,54.0,F,47.0
C2B,Airlines,Online,Silver Plan,Yes,14.0,SINGAPORE,29.5,7.38,M,33.0
C2B,Airlines,Online,Silver Plan,Yes,37.0,SINGAPORE,40.5,10.13,F,22.0
C2B,Airlines,Online,Silver Plan,No,24.0,SINGAPORE,22.5,5.63,F,41.0
C2B,Airlines,Online,Bronze Plan,No,44.0,SINGAPORE,21.0,5.25,M,24.0
C2B,Airlines,Online,Annual Gold Plan,Yes,364.0,SINGAPORE,389.35,97.34,M,31.0
JZI,Airlines,Online,Value Plan,No,83.0,JAPAN,0.0,20.3,M,32.0
C2B,Airlines,Online,Silver Plan,No,20.0,SINGAPORE,29.0,7.25,M,37.0
JZI,Airlines,Online,Basic Plan,No,14.0,CHINA,22.0,7.7,M,18.0
C2B,Airlines,Online,Annual Silver Plan,Yes,364.0,SINGAPORE,216.0,54.0,M,18.0
JZI,Airlines,Online,Basic Plan,No,25.0,THAILAND,18.0,6.3,F,48.0
C2B,Airlines,Online,Bronze Plan,No,5.0,SINGAPORE,30.0,7.38,M,38.0
JZI,Airlines,Online,Basic Plan,No,18.0,PHILIPPINES,22.0,7.7,M,63.0
RAB,Airlines,Online,Value Plan,No,12.0,BRUNEI DARUSSALAM,15.0,6.0,M,56.0
C2B,Airlines,Online,Bronze Plan,Yes,13.0,SINGAPORE,26.5,6.63,F,28.0
C2B,Airlines,Online,Bronze Plan,No,11.0,SINGAPORE,17.55,4.39,M,67.0
C2B,Airlines,Online,Gold Plan,Yes,21.0,SINGAPORE,103.5,25.88,F,48.0
LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,Yes,35.0,JAPAN,36.5,23.73,M,28.0
C2B,Airlines,Online,Bronze Plan,Yes,18.0,SINGAPORE,16.0,4.0,F,37.0
C2B,Airlines,Online,Annual Silver Plan,Yes,366.0,SINGAPORE,216.0,54.0,M,18.0
C2B,Airlines,Online,Bronze Plan,Yes,8.0,SINGAPORE,13.5,3.38,F,30.0
C2B,Airlines,Online,Silver Plan,No,10.0,SINGAPORE,22.5,5.63,F,29.0
C2B,Airlines,Online,Bronze Plan,No,6.0,SINGAPORE,13.5,3.38,M,34.0
RAB,Airlines,Online,Value Plan,No,18.0,BRUNEI DARUSSALAM,15.0,6.0,M,38.0
C2B,Airlines,Online,Silver Plan,No,6.0,SINGAPORE,35.4,7.96,M,9.0
C2B,Airlines,Online,Silver Plan,Yes,3.0,SINGAPORE,15.0,3.75,F,54.0
JZI,Airlines,Online,Basic Plan,Yes,18.0,MALAYSIA,30.0,10.5,F,38.0
C2B,Airlines,Online,Bronze Plan,Yes,10.0,SINGAPORE,40.5,10.13,M,30.0
JZI,Airlines,Online,Basic Plan,No,25.0,JAPAN,58.0,20.3,F,32.0
JZI,Airlines,Online,Value Plan,No,13.0,MALAYSIA,31.0,20.15,M,46.0
C2B,Airlines,Online,Bronze Plan,Yes,12.0,SINGAPORE,23.5,5.88,F,27.0
C2B,Airlines,Online,Annual Silver Plan,Yes,366.0,SINGAPORE,216.0,54.0,F,30.0
ART,Airlines,Online,24 Protect,No,16.0,SINGAPORE,33.0,11.55,M,48.0
C2B,Airlines,Online,Annual Gold Plan,Yes,367.0,SINGAPORE,333.0,83.25,F,40.0
C2B,Airlines,Online,Silver Plan,Yes,23.0,SINGAPORE,81.5,20.38,F,41.0
C2B,Airlines,Online,Annual Silver Plan,No,368.0,SINGAPORE,333.0,83.25,F,34.0
JZI,Airlines,Online,Basic Plan,No,84.0,HONG KONG,56.0,19.6,M,22.0
C2B,Airlines,Online,Annual Silver Plan,Yes,371.0,SINGAPORE,161.0,40.25,M,33.0
C2B,Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,259.2,64.8,F,33.0
JZI,Airlines,Online,Basic Plan,No,11.0,INDIA,40.0,14.0,M,42.0
C2B,Airlines,Online,Bronze Plan,No,13.0,SINGAPORE,16.0,4.0,M,21.0
C2B,Airlines,Online,Bronze Plan,No,13.0,SINGAPORE,20.0,5.0,M,44.0
C2B,Airlines,Online,Bronze Plan,Yes,5.0,SINGAPORE,23.4,5.85,M,39.0
C2B,Airlines,Online,Bronze Plan,Yes,10.0,SINGAPORE,41.0,10.25,F,35.0
C2B,Airlines,Online,Gold Plan,Yes,36.0,SINGAPORE,42.5,10.13,M,25.0
C2B,Airlines,Online,Silver Plan,No,4.0,SINGAPORE,24.05,6.01,M,41.0
ART,Airlines,Online,24 Protect,No,15.0,SINGAPORE,35.4,12.39,M,48.0
JZI,Airlines,Online,Basic Plan,No,3.0,MYANMAR,18.0,6.3,M,45.0
JZI,Airlines,Online,Basic Plan,No,12.0,CHINA,35.0,12.25,M,35.0
C2B,Airlines,Online,Bronze Plan,No,20.0,SINGAPORE,67.0,16.75,F,26.0
C2B,Airlines,Online,Annual Silver Plan,Yes,364.0,SINGAPORE,252.85,63.21,F,36.0
C2B,Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,21.0,5.25,M,33.0
C2B,Airlines,Online,Annual Silver Plan,No,377.0,SINGAPORE,216.0,54.0,F,25.0
RAB,Airlines,Online,Value Plan,No,5.0,BRUNEI DARUSSALAM,15.0,6.0,M,38.0
C2B,Airlines,Online,Bronze Plan,No,13.0,SINGAPORE,30.55,7.64,F,31.0
C2B,Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,20.0,5.0,F,28.0
JZI,Airlines,Online,Basic Plan,No,4.0,INDONESIA,18.0,6.3,F,31.0
C2B,Airlines,Online,Bronze Plan,Yes,20.0,SINGAPORE,69.55,17.39,F,32.0
JZI,Airlines,Online,Basic Plan,No,7.0,MALAYSIA,18.0,6.3,F,44.0
C2B,Airlines,Online,Silver Plan,Yes,365.0,SINGAPORE,216.0,54.0,M,31.0
JZI,Airlines,Online,Basic Plan,No,7.0,MALAYSIA,22.0,7.7,M,56.0
C2B,Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,27.0,6.75,M,46.0
C2B,Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,161.0,40.25,M,26.0
JZI,Airlines,Online,Basic Plan,Yes,23.0,HONG KONG,35.0,12.25,F,48.0
C2B,Airlines,Online,Annual Silver Plan,Yes,372.0,SINGAPORE,216.0,54.0,M,20.0
C2B,Airlines,Online,Silver Plan,Yes,11.0,SINGAPORE,22.5,5.63,M,26.0
C2B,Airlines,Online,Gold Plan,Yes,12.0,SINGAPORE,67.0,16.75,M,38.0
JZI,Airlines,Online,Basic Plan,No,7.0,THAILAND,18.0,6.3,M,57.0
JZI,Airlines,Online,Value Plan,No,26.0,INDIA,33.0,11.55,M,32.0
C2B,Airlines,Online,Bronze Plan,Yes,35.0,SINGAPORE,53.5,13.38,F,34.0
LWC,Travel Agency,Online,Annual Travel Protect Silver,Yes,365.0,CHINA,165.0,107.25,F,27.0
C2B,Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,252.85,63.21,F,26.0
C2B,Airlines,Online,Bronze Plan,No,5.0,SINGAPORE,13.5,3.38,M,33.0
C2B,Airlines,Online,Silver Plan,Yes,12.0,SINGAPORE,29.5,7.38,F,22.0
C2B,Airlines,Online,Annual Silver Plan,Yes,364.0,SINGAPORE,216.0,54.0,F,40.0
JZI,Airlines,Online,Basic Plan,No,14.0,PHILIPPINES,18.0,6.3,M,53.0
JZI,Airlines,Online,Basic Plan,No,18.0,PHILIPPINES,-22.0,7.7,F,51.0
C2B,Airlines,Online,Bronze Plan,Yes,12.0,SINGAPORE,23.5,5.88,M,22.0
JZI,Airlines,Online,Basic Plan,No,24.0,PHILIPPINES,22.0,7.7,M,51.0
C2B,Airlines,Online,Silver Plan,Yes,20.0,SINGAPORE,72.0,18.0,F,44.0
C2B,Airlines,Online,Bronze Plan,Yes,12.0,SINGAPORE,20.0,5.0,F,41.0
C2B,Airlines,Online,Silver Plan,Yes,3.0,SINGAPORE,24.05,6.01,M,57.0
C2B,Airlines,Online,Annual Silver Plan,Yes,199.0,SINGAPORE,218.0,54.0,M,26.0
C2B,Airlines,Online,Gold Plan,Yes,62.0,SINGAPORE,51.0,12.75,F,22.0
C2B,Airlines,Online,Bronze Plan,No,4.0,SINGAPORE,11.5,2.88,F,27.0
JZI,Airlines,Online,Basic Plan,Yes,14.0,CHINA,35.0,12.25,F,26.0
JZI,Airlines,Online,Basic Plan,No,5.0,CHINA,26.0,9.1,M,61.0
C2B,Airlines,Online,Silver Plan,Yes,3.0,SINGAPORE,15.0,3.75,F,33.0
C2B,Airlines,Online,Silver Plan,No,30.0,SINGAPORE,78.5,19.63,F,50.0
C2B,Airlines,Online,Silver Plan,No,10.0,SINGAPORE,39.0,9.75,M,55.0
ART,Airlines,Online,24 Protect,No,3.0,PHILIPPINES,7.19,2.52,M,39.0
C2B,Airlines,Online,Annual Silver Plan,Yes,364.0,SINGAPORE,216.0,54.0,F,41.0
C2B,Airlines,Online,Bronze Plan,Yes,12.0,SINGAPORE,23.0,5.75,M,22.0
JZI,Airlines,Online,Basic Plan,No,7.0,INDONESIA,22.0,7.7,M,34.0
JZI,Airlines,Online,Basic Plan,No,5.0,CHINA,22.0,7.7,M,45.0
JZI,Airlines,Online,Basic Plan,Yes,3.0,THAILAND,18.0,6.3,F,47.0
C2B,Airlines,Online,Silver Plan,Yes,12.0,SINGAPORE,24.05,6.01,M,55.0
C2B,Airlines,Online,Bronze Plan,No,18.0,SINGAPORE,33.5,8.38,F,30.0
JZI,Airlines,Online,Basic Plan,No,33.0,JAPAN,35.0,12.25,M,48.0
C2B,Airlines,Online,Annual Silver Plan,Yes,382.0,SINGAPORE,216.0,54.0,F,33.0
C2B,Airlines,Online,Silver Plan,Yes,12.0,SINGAPORE,96.6,24.15,M,32.0
C2B,Airlines,Online,Gold Plan,Yes,70.0,SINGAPORE,228.5,57.13,F,57.0
C2B,Airlines,Online,Bronze Plan,No,49.0,SINGAPORE,86.0,21.75,M,23.0
C2B,Airlines,Online,Silver Plan,Yes,21.0,SINGAPORE,62.0,15.5,F,50.0
JZI,Airlines,Online,Basic Plan,No,13.0,INDONESIA,18.0,6.3,M,40.0
C2B,Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,252.85,63.21,F,48.0
C2B,Airlines,Online,Silver Plan,Yes,11.0,SINGAPORE,22.5,5.63,M,43.0
C2B,Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,17.0,4.25,F,22.0
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,Yes,28.0,AUSTRIA,56.5,36.73,F,38.0
C2B,Airlines,Online,Bronze Plan,Yes,8.0,SINGAPORE,30.55,7.64,F,22.0
C2B,Airlines,Online,Annual Gold Plan,Yes,367.0,SINGAPORE,389.35,97.34,F,37.0
JZI,Airlines,Online,Basic Plan,No,48.0,HONG KONG,26.0,9.1,F,38.0
C2B,Airlines,Online,Bronze Plan,No,12.0,SINGAPORE,29.5,7.38,M,22.0
C2B,Airlines,Online,Annual Silver Plan,Yes,366.0,SINGAPORE,216.0,54.0,F,40.0
C2B,Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,252.85,63.21,F,26.0
C2B,Airlines,Online,Annual Silver Plan,Yes,365.0,SINGAPORE,216.0,54.0,F,40.0
C2B,Airlines,Online,Silver Plan,No,12.0,SINGAPORE,48.5,12.13,F,22.0
C2B,Airlines,Online,Silver Plan,No,11.0,SINGAPORE,48.5,12.13,F,36.0
JZI,Airlines,Online,Basic Plan,Yes,22.0,CHINA,35.0,12.25,F,56.0
C2B,Airlines,Online,Bronze Plan,Yes,39.0,SINGAPORE,53.0,13.25,F,37.0
C2B,Airlines,Online,Bronze Plan,Yes,36.0,SINGAPORE,40.0,10.0,F,34.0
C2B,Airlines,Online,Annual Silver Plan,No,365.0,SINGAPORE,252.85,63.21,M,22.0
TST,Travel Agency,Offline,Travel Cruise Protect,No,8.0,MALAYSIA,30.0,10.5,F,56.0
C2B,Airlines,Online,Bronze Plan,No,9.0,SINGAPORE,20.0,5.0,F,25.0
JZI,Airlines,Online,Basic Plan,No,23.0,VIET NAM,0.0,7.7,F,45.0
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,Yes,60.0,SRI LANKA,25.0,16.25,M,37.0
C2B,Airlines,Online,Bronze Plan,No,10.0,SINGAPORE,23.4,5.85,F,22.0
C2B,Airlines,Online,Silver Plan,No,20.0,SINGAPORE,33.5,8.38,M,25.0
JZI,Airlines,Online,Basic Plan,No,32.0,INDONESIA,18.0,6.3,F,30.0
C2B,Airlines,Online,Bronze Plan,Yes,9.0,SINGAPORE,53.0,13.25,F,41.0
C2B,Airlines,Online,Silver Plan,Yes,28.0,SINGAPORE,148.0,37.0,F,32.0
C2B,Airlines,Online,Bronze Plan,No,17.0,SINGAPORE,30.55,7.64,F,21.0
C2B,Airlines,Online,Annual Silver Plan,Yes,364.0,SINGAPORE,216.0,54.0,F,34.0
C2B,Airlines,Online,Bronze Plan,Yes,12.0,SINGAPORE,20.0,5.0,M,28.0
C2B,Airlines,Online,Bronze Plan,Yes,9.0,SINGAPORE,23.4,5.85,F,36.0
JZI,Airlines,Online,Basic Plan,No,51.0,MYANMAR,0.0,19.6,M,27.0
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,106.0,JAPAN,56.0,36.4,M,20.0
C2B,Airlines,Online,Bronze Plan,Yes,60.0,SINGAPORE,29.5,7.38,F,30.0
C2B,Airlines,Online,Annual Silver Plan,Yes,367.0,SINGAPORE,291.75,72.94,M,29.0
CCR,Travel Agency,Offline,Comprehensive Plan,No,6.0,THAILAND,29.0,9.57,M,39.0
C2B,Airlines,Online,Annual Silver Plan,Yes,382.0,SINGAPORE,216.0,54.0,M,34.0
JZI,Airlines,Online,Basic Plan,No,3.0,PHILIPPINES,18.0,6.3,M,47.0
JZI,Airlines,Online,Basic Plan,No,5.0,MYANMAR,18.0,6.3,M,42.0
